filepath,first_timestamp,total_duration
filepath_to_file_3720,1706640000,600
filepath_to_file_3721,1706640600,600
filepath_to_file_3722,1706641800,600
filepath_to_file_3723,1706642400,600
filepath_to_file_3724,1706643000,600
filepath_to_file_3725,1706643600,600
filepath_to_file_3726,1706644200,600
filepath_to_file_3727,1706644800,600
filepath_to_file_3728,1706645400,600
filepath_to_file_3729,1706646000,600
filepath_to_file_3730,1706646600,600
filepath_to_file_3731,1706647200,600
filepath_to_file_3732,1706647800,600
filepath_to_file_3733,1706648400,600
filepath_to_file_3734,1706649000,600
filepath_to_file_3735,1706649600,600
filepath_to_file_3736,1706650200,600
filepath_to_file_3737,1706650800,600
filepath_to_file_3738,1706651400,600
filepath_to_file_3739,1706652000,600
filepath_to_file_3740,1706652600,600
filepath_to_file_3741,1706653200,600
filepath_to_file_3742,1706653800,600
filepath_to_file_3743,1706654400,600
filepath_to_file_3744,1706655000,600
filepath_to_file_3745,1706655600,600
filepath_to_file_3746,1706656200,600
filepath_to_file_3747,1706656800,600
filepath_to_file_3748,1706657400,600
filepath_to_file_3749,1706658000,600
filepath_to_file_3750,1706658600,600
filepath_to_file_3751,1706659200,600
filepath_to_file_3752,1706659800,600
filepath_to_file_3753,1706660400,600
filepath_to_file_3754,1706661000,600
filepath_to_file_3755,1706661600,600
filepath_to_file_3756,1706662200,600
filepath_to_file_3757,1706662800,600
filepath_to_file_3758,1706663400,600
filepath_to_file_3759,1706664000,600
filepath_to_file_3760,1706664600,600
filepath_to_file_3761,1706665200,600
filepath_to_file_3762,1706665800,600
filepath_to_file_3763,1706666400,600
filepath_to_file_3764,1706667000,600
filepath_to_file_3765,1706667600,600
filepath_to_file_3766,1706668200,600
filepath_to_file_3767,1706668800,600
filepath_to_file_3768,1706669400,600
filepath_to_file_3769,1706670000,600
filepath_to_file_3770,1706670600,600
filepath_to_file_3771,1706671200,600
filepath_to_file_3772,1706671800,600
filepath_to_file_3773,1706672400,600
filepath_to_file_3774,1706673000,600
filepath_to_file_3775,1706673600,600
filepath_to_file_3776,1706674200,600
filepath_to_file_3777,1706674800,600
filepath_to_file_3778,1706675400,600
filepath_to_file_3779,1706676000,600
filepath_to_file_3780,1706676600,600
filepath_to_file_3781,1706677200,600
filepath_to_file_3782,1706677800,600
filepath_to_file_3783,1706678400,600
filepath_to_file_3784,1706679000,600
filepath_to_file_3785,1706679600,600
filepath_to_file_3786,1706680200,600
filepath_to_file_3787,1706680800,600
filepath_to_file_3788,1706681400,600
filepath_to_file_3789,1706682000,600
filepath_to_file_3790,1706682600,600
filepath_to_file_3791,1706683200,600
filepath_to_file_3792,1706683800,600
filepath_to_file_3793,1706684400,600
filepath_to_file_3794,1706685000,600
filepath_to_file_3795,1706685600,600
filepath_to_file_3796,1706686200,600
filepath_to_file_3797,1706686800,600
filepath_to_file_3798,1706687400,600
filepath_to_file_3799,1706688000,600
filepath_to_file_3800,1706688600,600
filepath_to_file_3801,1706689200,600
filepath_to_file_3802,1706689800,600
filepath_to_file_3803,1706690400,600
filepath_to_file_3804,1706691000,600
filepath_to_file_3805,1706691600,600
filepath_to_file_3806,1706692200,600
filepath_to_file_3807,1706692800,600
filepath_to_file_3808,1706693400,600
filepath_to_file_3809,1706694000,600
filepath_to_file_3810,1706694600,600
filepath_to_file_3811,1706695200,600
filepath_to_file_3812,1706695800,600
filepath_to_file_3813,1706696400,600
filepath_to_file_3814,1706697000,600
filepath_to_file_3815,1706697600,600
filepath_to_file_3816,1706698200,600
filepath_to_file_3817,1706698800,600
filepath_to_file_3818,1706699400,600
filepath_to_file_3819,1706700000,600
filepath_to_file_3820,1706700600,600
filepath_to_file_3821,1706701200,600
filepath_to_file_3822,1706701800,600
filepath_to_file_3823,1706702400,600
filepath_to_file_3824,1706703000,600
filepath_to_file_3825,1706703600,600
filepath_to_file_3826,1706704200,600
filepath_to_file_3827,1706704800,600
filepath_to_file_3828,1706705400,600
filepath_to_file_3829,1706706000,600
filepath_to_file_3830,1706706600,600
filepath_to_file_3831,1706707200,600
filepath_to_file_3832,1706707800,600
filepath_to_file_3833,1706708400,600
filepath_to_file_3834,1706709000,600
filepath_to_file_3835,1706709600,600
filepath_to_file_3836,1706710200,600
filepath_to_file_3837,1706710800,600
filepath_to_file_3838,1706711400,600
filepath_to_file_3839,1706712000,600
filepath_to_file_3840,1706712600,600
filepath_to_file_3841,1706713200,600
filepath_to_file_3842,1706713800,600
filepath_to_file_3843,1706714400,600
filepath_to_file_3844,1706715000,600
filepath_to_file_3845,1706715600,600
filepath_to_file_3846,1706716200,600
filepath_to_file_3847,1706716800,600
filepath_to_file_3848,1706717400,600
filepath_to_file_3849,1706718000,600
filepath_to_file_3850,1706718600,600
filepath_to_file_3851,1706719200,600
filepath_to_file_3852,1706719800,600
filepath_to_file_3853,1706721600,600
filepath_to_file_3854,1706722200,600
filepath_to_file_3855,1706722800,600
filepath_to_file_3856,1706723400,600
filepath_to_file_3857,1706724000,600
filepath_to_file_3858,1706724600,600
filepath_to_file_3859,1706725200,600
filepath_to_file_3860,1706725800,600
filepath_to_file_3861,1706726400,600
filepath_to_file_3862,1706727000,600
filepath_to_file_3863,1706727600,600
filepath_to_file_3864,1706728200,600
filepath_to_file_3865,1706728800,600
filepath_to_file_3866,1706729400,600
filepath_to_file_3867,1706730000,600
filepath_to_file_3868,1706730600,600
filepath_to_file_3869,1706731200,600
filepath_to_file_3870,1706731800,600
filepath_to_file_3871,1706732400,600
filepath_to_file_3872,1706733000,600
filepath_to_file_3873,1706733600,600
filepath_to_file_3874,1706734200,600
filepath_to_file_3875,1706734800,600
filepath_to_file_3876,1706735400,600
filepath_to_file_3877,1706736000,600
filepath_to_file_3878,1706736600,600
filepath_to_file_3879,1706737200,600
filepath_to_file_3880,1706737800,600
filepath_to_file_3881,1706738400,600
filepath_to_file_3882,1706739000,600
filepath_to_file_3883,1706739600,600
filepath_to_file_3884,1706740200,600
filepath_to_file_3885,1706740800,600
filepath_to_file_3886,1706741400,600
filepath_to_file_3887,1706742000,600
filepath_to_file_3888,1706742600,600
filepath_to_file_3889,1706743200,600
filepath_to_file_3890,1706743800,600
filepath_to_file_3891,1706744400,600
filepath_to_file_3892,1706745000,600
filepath_to_file_3893,1706745600,600
filepath_to_file_3894,1706746200,600
filepath_to_file_3895,1706746800,600
filepath_to_file_3896,1706747400,600
filepath_to_file_3897,1706748000,600
filepath_to_file_3898,1706748600,600
filepath_to_file_3899,1706749200,600
filepath_to_file_3900,1706749800,600
filepath_to_file_3901,1706750400,600
filepath_to_file_3902,1706751000,600
filepath_to_file_3903,1706751600,600
filepath_to_file_3904,1706752200,600
filepath_to_file_3905,1706752800,600
filepath_to_file_3906,1706753400,600
filepath_to_file_3907,1706754000,600
filepath_to_file_3908,1706754600,600
filepath_to_file_3909,1706755200,600
filepath_to_file_3910,1706755800,600
filepath_to_file_3911,1706756400,600
filepath_to_file_3912,1706757000,600
filepath_to_file_3913,1706757600,600
filepath_to_file_3914,1706758200,600
filepath_to_file_3915,1706758800,600
filepath_to_file_3916,1706759400,600
filepath_to_file_3917,1706760000,600
filepath_to_file_3918,1706760600,600
filepath_to_file_3919,1706761200,600
filepath_to_file_3920,1706761800,600
filepath_to_file_3921,1706762400,600
filepath_to_file_3922,1706763000,600
filepath_to_file_3923,1706763600,600
filepath_to_file_3924,1706764200,600
filepath_to_file_3925,1706764800,600
filepath_to_file_3926,1706765400,600
filepath_to_file_3927,1706766000,600
filepath_to_file_3928,1706766600,600
filepath_to_file_3929,1706767200,600
filepath_to_file_3930,1706767800,600
filepath_to_file_3931,1706768400,600
filepath_to_file_3932,1706769000,600
filepath_to_file_3933,1706769600,600
filepath_to_file_3934,1706770200,600
filepath_to_file_3935,1706770800,600
filepath_to_file_3936,1706771400,600
filepath_to_file_3937,1706772000,600
filepath_to_file_3938,1706772600,600
filepath_to_file_3939,1706773200,600
filepath_to_file_3940,1706773800,600
filepath_to_file_3941,1706774400,600
filepath_to_file_3942,1706775000,600
filepath_to_file_3943,1706775600,600
filepath_to_file_3944,1706776200,600
filepath_to_file_3945,1706776800,600
filepath_to_file_3946,1706777400,600
filepath_to_file_3947,1706778000,600
filepath_to_file_3948,1706778600,600
filepath_to_file_3949,1706779200,600
filepath_to_file_3950,1706779800,600
filepath_to_file_3951,1706780400,600
filepath_to_file_3952,1706781000,600
filepath_to_file_3953,1706781600,600
filepath_to_file_3954,1706782200,600
filepath_to_file_3955,1706782800,600
filepath_to_file_3956,1706783400,600
filepath_to_file_3957,1706784000,600
filepath_to_file_3958,1706784600,600
filepath_to_file_3959,1706785200,600
filepath_to_file_3960,1706785800,600
filepath_to_file_3961,1706786400,600
filepath_to_file_3962,1706787000,600
filepath_to_file_3963,1706787600,600
filepath_to_file_3964,1706788200,600
filepath_to_file_3965,1706788800,600
filepath_to_file_3966,1706789400,600
filepath_to_file_3967,1706790000,600
filepath_to_file_3968,1706790600,600
filepath_to_file_3969,1706791200,600
filepath_to_file_3970,1706791800,600
filepath_to_file_3971,1706792400,600
filepath_to_file_3972,1706793000,600
filepath_to_file_3973,1706793600,600
filepath_to_file_3974,1706794200,600
filepath_to_file_3975,1706794800,600
filepath_to_file_3976,1706795400,600
filepath_to_file_3977,1706796000,600
filepath_to_file_3978,1706796600,600
filepath_to_file_3979,1706797200,600
filepath_to_file_3980,1706797800,600
filepath_to_file_3981,1706802600,600
filepath_to_file_3982,1706803200,600
filepath_to_file_3983,1706803800,600
filepath_to_file_3984,1706804400,600
filepath_to_file_3985,1706805000,600
filepath_to_file_3986,1706805600,600
filepath_to_file_3987,1706806200,600
filepath_to_file_3988,1706806800,600
filepath_to_file_3989,1706807400,600
filepath_to_file_3990,1706808000,600
filepath_to_file_3991,1706808600,600
filepath_to_file_3992,1706809200,600
filepath_to_file_3993,1706809800,600
filepath_to_file_3994,1706810400,600
filepath_to_file_3995,1706811000,600
filepath_to_file_3996,1706811600,600
filepath_to_file_3997,1706812200,600
filepath_to_file_3998,1706812800,600
filepath_to_file_3999,1706813400,600
filepath_to_file_4000,1706814000,600
filepath_to_file_4001,1706814600,600
filepath_to_file_4002,1706815200,600
filepath_to_file_4003,1706815800,600
filepath_to_file_4004,1706816400,600
filepath_to_file_4005,1706817000,600
filepath_to_file_4006,1706817600,600
filepath_to_file_4007,1706818200,600
filepath_to_file_4008,1706818800,600
filepath_to_file_4009,1706819400,600
filepath_to_file_4010,1706820000,600
filepath_to_file_4011,1706820600,600
filepath_to_file_4012,1706821200,600
filepath_to_file_4013,1706821800,600
filepath_to_file_4014,1706822400,600
filepath_to_file_4015,1706823000,600
filepath_to_file_4016,1706823600,600
filepath_to_file_4017,1706824200,600
filepath_to_file_4018,1706824800,600
filepath_to_file_4019,1706825400,600
filepath_to_file_4020,1706826000,600
filepath_to_file_4021,1706826600,600
filepath_to_file_4022,1706827200,600
filepath_to_file_4023,1706827800,600
filepath_to_file_4024,1706828400,600
filepath_to_file_4025,1706829000,600
filepath_to_file_4026,1706829600,600
filepath_to_file_4027,1706830200,600
filepath_to_file_4028,1706830800,600
filepath_to_file_4029,1706831400,600
filepath_to_file_4030,1706832000,600
filepath_to_file_4031,1706832600,600
filepath_to_file_4032,1706833200,600
filepath_to_file_4033,1706833800,600
filepath_to_file_4034,1706834400,600
filepath_to_file_4035,1706835000,600
filepath_to_file_4036,1706835600,600
filepath_to_file_4037,1706836200,600
filepath_to_file_4038,1706836800,600
filepath_to_file_4039,1706837400,600
filepath_to_file_4040,1706838000,600
filepath_to_file_4041,1706838600,600
filepath_to_file_4042,1706839200,600
filepath_to_file_4043,1706839800,600
filepath_to_file_4044,1706840400,600
filepath_to_file_4045,1706841000,600
filepath_to_file_4046,1706841600,600
filepath_to_file_4047,1706842200,600
filepath_to_file_4048,1706842800,600
filepath_to_file_4049,1706843400,600
filepath_to_file_4050,1706844000,600
filepath_to_file_4051,1706844600,600
filepath_to_file_4052,1706845200,600
filepath_to_file_4053,1706845800,600
filepath_to_file_4054,1706846400,600
filepath_to_file_4055,1706847000,600
filepath_to_file_4056,1706847600,600
filepath_to_file_4057,1706848200,600
filepath_to_file_4058,1706848800,600
filepath_to_file_4059,1706849400,600
filepath_to_file_4060,1706850000,600
filepath_to_file_4061,1706850600,600
filepath_to_file_4062,1706851200,600
filepath_to_file_4063,1706851800,600
filepath_to_file_4064,1706852400,600
filepath_to_file_4065,1706853000,600
filepath_to_file_4066,1706853600,600
filepath_to_file_4067,1706854200,600
filepath_to_file_4068,1706854800,600
filepath_to_file_4069,1706855400,600
filepath_to_file_4070,1706856000,600
filepath_to_file_4071,1706856600,600
filepath_to_file_4072,1706857200,600
filepath_to_file_4073,1706857800,600
filepath_to_file_4074,1706858400,600
filepath_to_file_4075,1706859000,600
filepath_to_file_4076,1706859600,600
filepath_to_file_4077,1706860200,600
filepath_to_file_4078,1706860800,600
filepath_to_file_4079,1706861400,600
filepath_to_file_4080,1706862000,600
filepath_to_file_4081,1706862600,600
filepath_to_file_4082,1706863200,600
filepath_to_file_4083,1706863800,600
filepath_to_file_4084,1706864400,600
filepath_to_file_4085,1706865000,600
filepath_to_file_4086,1706865600,600
filepath_to_file_4087,1706866200,600
filepath_to_file_4088,1706866800,600
filepath_to_file_4089,1706867400,600
filepath_to_file_4090,1706868000,600
filepath_to_file_4091,1706868600,600
filepath_to_file_4092,1706869200,600
filepath_to_file_4093,1706869800,600
filepath_to_file_4094,1706870400,600
filepath_to_file_4095,1706871000,600
filepath_to_file_4096,1706871600,600
filepath_to_file_4097,1706872200,600
filepath_to_file_4098,1706872800,600
filepath_to_file_4099,1706873400,600
filepath_to_file_4100,1706874000,600
filepath_to_file_4101,1706874600,600
filepath_to_file_4102,1706875200,600
filepath_to_file_4103,1706875800,600
filepath_to_file_4104,1706876400,600
filepath_to_file_4105,1706877000,600
filepath_to_file_4106,1706877600,600
filepath_to_file_4107,1706878200,600
filepath_to_file_4108,1706878800,600
filepath_to_file_4109,1706879400,600
filepath_to_file_4110,1706880000,600
filepath_to_file_4111,1706880600,600
filepath_to_file_4112,1706881200,600
filepath_to_file_4113,1706881800,600
filepath_to_file_4114,1706882400,600
filepath_to_file_4115,1706883000,600
filepath_to_file_4116,1706883600,600
filepath_to_file_4117,1706884200,600
filepath_to_file_4118,1706884800,600
filepath_to_file_4119,1706885400,600
filepath_to_file_4120,1706886000,600
filepath_to_file_4121,1706886600,600
filepath_to_file_4122,1706887200,600
filepath_to_file_4123,1706887800,600
filepath_to_file_4124,1706888400,600
filepath_to_file_4125,1706889000,600
filepath_to_file_4126,1706889600,600
filepath_to_file_4127,1706890200,600
filepath_to_file_4128,1706890800,600
filepath_to_file_4129,1706893800,600
filepath_to_file_4130,1706894400,600
filepath_to_file_4131,1706895000,600
filepath_to_file_4132,1706895600,600
filepath_to_file_4133,1706896200,600
filepath_to_file_4134,1706896800,600
filepath_to_file_4135,1706897400,600
filepath_to_file_4136,1706898000,600
filepath_to_file_4137,1706898600,600
filepath_to_file_4138,1706899200,600
filepath_to_file_4139,1706899800,600
filepath_to_file_4140,1706900400,600
filepath_to_file_4141,1706901000,600
filepath_to_file_4142,1706901600,600
filepath_to_file_4143,1706902200,600
filepath_to_file_4144,1706902800,600
filepath_to_file_4145,1706903400,600
filepath_to_file_4146,1706904000,600
filepath_to_file_4147,1706904600,600
filepath_to_file_4148,1706905200,600
filepath_to_file_4149,1706905800,600
filepath_to_file_4150,1706906400,600
filepath_to_file_4151,1706907000,600
filepath_to_file_4152,1706907600,600
filepath_to_file_4153,1706908200,600
filepath_to_file_4154,1706908800,600
filepath_to_file_4155,1706909400,600
filepath_to_file_4156,1706910000,600
filepath_to_file_4157,1706910600,600
filepath_to_file_4158,1706911200,600
filepath_to_file_4159,1706911800,600
filepath_to_file_4160,1706912400,600
filepath_to_file_4161,1706913000,600
filepath_to_file_4162,1706913600,600
filepath_to_file_4163,1706914200,600
filepath_to_file_4164,1706914800,600
filepath_to_file_4165,1706915400,600
filepath_to_file_4166,1706916000,600
filepath_to_file_4167,1706917200,600
filepath_to_file_4168,1706917800,600
filepath_to_file_4169,1706918400,600
filepath_to_file_4170,1706919000,600
filepath_to_file_4171,1706919600,600
filepath_to_file_4172,1706920800,600
filepath_to_file_4173,1706921400,600
filepath_to_file_4174,1706922000,600
filepath_to_file_4175,1706922600,600
filepath_to_file_4176,1706923200,600
filepath_to_file_4177,1706923800,600
filepath_to_file_4178,1706924400,600
filepath_to_file_4179,1706925000,600
filepath_to_file_4180,1706925600,600
filepath_to_file_4181,1706926200,600
filepath_to_file_4182,1706926800,600
filepath_to_file_4183,1706927400,600
filepath_to_file_4184,1706928000,600
filepath_to_file_4185,1706928600,600
filepath_to_file_4186,1706929200,600
filepath_to_file_4187,1706929800,600
filepath_to_file_4188,1706930400,600
filepath_to_file_4189,1706931000,600
filepath_to_file_4190,1706931600,600
filepath_to_file_4191,1706932200,600
filepath_to_file_4192,1706932800,600
filepath_to_file_4193,1706933400,600
filepath_to_file_4194,1706934000,600
filepath_to_file_4195,1706934600,600
filepath_to_file_4196,1706935200,600
filepath_to_file_4197,1706935800,600
filepath_to_file_4198,1706936400,600
filepath_to_file_4199,1706937000,600
filepath_to_file_4200,1706937600,600
filepath_to_file_4201,1706938200,600
filepath_to_file_4202,1706938800,600
filepath_to_file_4203,1706939400,600
filepath_to_file_4204,1706940000,600
filepath_to_file_4205,1706940600,600
filepath_to_file_4206,1706941200,600
filepath_to_file_4207,1706941800,600
filepath_to_file_4208,1706942400,600
filepath_to_file_4209,1706943000,600
filepath_to_file_4210,1706943600,600
filepath_to_file_4211,1706944200,600
filepath_to_file_4212,1706944800,600
filepath_to_file_4213,1706945400,600
filepath_to_file_4214,1706946000,600
filepath_to_file_4215,1706946600,600
filepath_to_file_4216,1706947200,600
filepath_to_file_4217,1706947800,600
filepath_to_file_4218,1706948400,600
filepath_to_file_4219,1706949000,600
filepath_to_file_4220,1706949600,600
filepath_to_file_4221,1706950200,600
filepath_to_file_4222,1706950800,600
filepath_to_file_4223,1706951400,600
filepath_to_file_4224,1706952000,600
filepath_to_file_4225,1706952600,600
filepath_to_file_4226,1706953200,600
filepath_to_file_4227,1706953800,600
filepath_to_file_4228,1706954400,600
filepath_to_file_4229,1706955000,600
filepath_to_file_4230,1706955600,600
filepath_to_file_4231,1706956200,600
filepath_to_file_4232,1706956800,600
filepath_to_file_4233,1706957400,600
filepath_to_file_4234,1706958000,600
filepath_to_file_4235,1706958600,600
filepath_to_file_4236,1706959200,600
filepath_to_file_4237,1706959800,600
filepath_to_file_4238,1706960400,600
filepath_to_file_4239,1706961000,600
filepath_to_file_4240,1706961600,600
filepath_to_file_4241,1706962200,600
filepath_to_file_4242,1706962800,600
filepath_to_file_4243,1706963400,600
filepath_to_file_4244,1706964000,600
filepath_to_file_4245,1706964600,600
filepath_to_file_4246,1706965200,600
filepath_to_file_4247,1706965800,600
filepath_to_file_4248,1706966400,600
filepath_to_file_4249,1706969400,600
filepath_to_file_4250,1706970000,600
filepath_to_file_4251,1706970600,600
filepath_to_file_4252,1706971200,600
filepath_to_file_4253,1706971800,600
filepath_to_file_4254,1706972400,600
filepath_to_file_4255,1706973000,600
filepath_to_file_4256,1706973600,600
filepath_to_file_4257,1706974200,600
filepath_to_file_4258,1706974800,600
filepath_to_file_4259,1706975400,600
filepath_to_file_4260,1706976000,600
filepath_to_file_4261,1706976600,600
filepath_to_file_4262,1706977200,600
filepath_to_file_4263,1706977800,600
filepath_to_file_4264,1706978400,600
filepath_to_file_4265,1706979000,600
filepath_to_file_4266,1706979600,600
filepath_to_file_4267,1706980200,600
filepath_to_file_4268,1706980800,600
filepath_to_file_4269,1706981400,600
filepath_to_file_4270,1706982000,600
filepath_to_file_4271,1706982600,600
filepath_to_file_4272,1706983200,600
filepath_to_file_4273,1706983800,600
filepath_to_file_4274,1706984400,600
filepath_to_file_4275,1706985000,600
filepath_to_file_4276,1706985600,600
filepath_to_file_4277,1706986200,600
filepath_to_file_4278,1706986800,600
filepath_to_file_4279,1706987400,600
filepath_to_file_4280,1706988000,600
filepath_to_file_4281,1706988600,600
filepath_to_file_4282,1706989200,600
filepath_to_file_4283,1706989800,600
filepath_to_file_4284,1706990400,600
filepath_to_file_4285,1706991000,600
filepath_to_file_4286,1706991600,600
filepath_to_file_4287,1706992800,600
filepath_to_file_4288,1706993400,600
filepath_to_file_4289,1706994000,600
filepath_to_file_4290,1706994600,600
filepath_to_file_4291,1706995200,600
filepath_to_file_4292,1706995800,600
filepath_to_file_4293,1706996400,600
filepath_to_file_4294,1706997000,600
filepath_to_file_4295,1706997600,600
filepath_to_file_4296,1706998200,600
filepath_to_file_4297,1706998800,600
filepath_to_file_4298,1706999400,600
filepath_to_file_4299,1707000000,600
filepath_to_file_4300,1707000600,600
filepath_to_file_4301,1707001200,600
filepath_to_file_4302,1707001800,600
filepath_to_file_4303,1707002400,600
filepath_to_file_4304,1707003000,600
filepath_to_file_4305,1707003600,600
filepath_to_file_4306,1707004200,600
filepath_to_file_4307,1707004800,600
filepath_to_file_4308,1707005400,600
filepath_to_file_4309,1707006000,600
filepath_to_file_4310,1707006600,600
filepath_to_file_4311,1707007200,600
filepath_to_file_4312,1707007800,600
filepath_to_file_4313,1707008400,600
filepath_to_file_4314,1707009000,600
filepath_to_file_4315,1707009600,600
filepath_to_file_4316,1707010200,600
filepath_to_file_4317,1707010800,600
filepath_to_file_4318,1707011400,600
filepath_to_file_4319,1707012000,600
filepath_to_file_4320,1707012600,600
filepath_to_file_4321,1707013200,600
filepath_to_file_4322,1707013800,600
filepath_to_file_4323,1707014400,600
filepath_to_file_4324,1707015000,600
filepath_to_file_4325,1707015600,600
filepath_to_file_4326,1707016200,600
filepath_to_file_4327,1707016800,600
filepath_to_file_4328,1707017400,600
filepath_to_file_4329,1707018000,600
filepath_to_file_4330,1707018600,600
filepath_to_file_4331,1707019200,600
filepath_to_file_4332,1707019800,600
filepath_to_file_4333,1707020400,600
filepath_to_file_4334,1707021000,600
filepath_to_file_4335,1707021600,600
filepath_to_file_4336,1707022200,600
filepath_to_file_4337,1707022800,600
filepath_to_file_4338,1707023400,600
filepath_to_file_4339,1707024000,600
filepath_to_file_4340,1707024600,600
filepath_to_file_4341,1707025200,600
filepath_to_file_4342,1707025800,600
filepath_to_file_4343,1707026400,600
filepath_to_file_4344,1707027000,600
filepath_to_file_4345,1707027600,600
filepath_to_file_4346,1707028200,600
filepath_to_file_4347,1707028800,600
filepath_to_file_4348,1707029400,600
filepath_to_file_4349,1707030000,600
filepath_to_file_4350,1707030600,600
filepath_to_file_4351,1707031200,600
filepath_to_file_4352,1707031800,600
filepath_to_file_4353,1707032400,600
filepath_to_file_4354,1707033000,600
filepath_to_file_4355,1707033600,600
filepath_to_file_4356,1707034200,600
filepath_to_file_4357,1707034800,600
filepath_to_file_4358,1707035400,600
filepath_to_file_4359,1707036000,600
filepath_to_file_4360,1707036600,600
filepath_to_file_4361,1707037200,600
filepath_to_file_4362,1707037800,600
filepath_to_file_4363,1707038400,600
filepath_to_file_4364,1707039000,600
filepath_to_file_4365,1707039600,600
filepath_to_file_4366,1707040200,600
filepath_to_file_4367,1707040800,600
filepath_to_file_4368,1707041400,600
filepath_to_file_4369,1707042000,600
filepath_to_file_4370,1707043200,600
filepath_to_file_4371,1707043800,600
filepath_to_file_4372,1707044400,600
filepath_to_file_4373,1707045000,600
filepath_to_file_4374,1707045600,600
filepath_to_file_4375,1707046200,600
filepath_to_file_4376,1707046800,600
filepath_to_file_4377,1707047400,600
filepath_to_file_4378,1707048000,600
filepath_to_file_4379,1707048600,600
filepath_to_file_4380,1707049200,600
filepath_to_file_4381,1707049800,600
filepath_to_file_4382,1707050400,600
filepath_to_file_4383,1707051000,600
filepath_to_file_4384,1707051600,600
filepath_to_file_4385,1707052200,600
filepath_to_file_4386,1707052800,600
filepath_to_file_4387,1707053400,600
filepath_to_file_4388,1707054000,600
filepath_to_file_4389,1707054600,600
filepath_to_file_4390,1707055200,600
filepath_to_file_4391,1707055800,600
filepath_to_file_4392,1707056400,600
filepath_to_file_4393,1707058800,600
filepath_to_file_4394,1707059400,600
filepath_to_file_4395,1707060000,600
filepath_to_file_4396,1707060600,600
filepath_to_file_4397,1707061200,600
filepath_to_file_4398,1707061800,600
filepath_to_file_4399,1707062400,600
filepath_to_file_4400,1707063000,600
filepath_to_file_4401,1707063600,600
filepath_to_file_4402,1707064200,600
filepath_to_file_4403,1707064800,600
filepath_to_file_4404,1707065400,600
filepath_to_file_4405,1707066000,600
filepath_to_file_4406,1707066600,600
filepath_to_file_4407,1707067200,600
filepath_to_file_4408,1707067800,600
filepath_to_file_4409,1707068400,600
filepath_to_file_4410,1707069000,600
filepath_to_file_4411,1707069600,600
filepath_to_file_4412,1707070200,600
filepath_to_file_4413,1707070800,600
filepath_to_file_4414,1707071400,600
filepath_to_file_4415,1707072000,600
filepath_to_file_4416,1707072600,600
filepath_to_file_4417,1707073200,600
filepath_to_file_4418,1707073800,600
filepath_to_file_4419,1707074400,600
filepath_to_file_4420,1707075000,600
filepath_to_file_4421,1707075600,600
filepath_to_file_4422,1707076200,600
filepath_to_file_4423,1707076800,600
filepath_to_file_4424,1707077400,600
filepath_to_file_4425,1707078000,600
filepath_to_file_4426,1707078600,600
filepath_to_file_4427,1707079200,600
filepath_to_file_4428,1707079800,600
filepath_to_file_4429,1707080400,600
filepath_to_file_4430,1707081000,600
filepath_to_file_4431,1707081600,600
filepath_to_file_4432,1707082200,600
filepath_to_file_4433,1707082800,600
filepath_to_file_4434,1707083400,600
filepath_to_file_4435,1707084000,600
filepath_to_file_4436,1707084600,600
filepath_to_file_4437,1707085200,600
filepath_to_file_4438,1707085800,600
filepath_to_file_4439,1707086400,600
filepath_to_file_4440,1707087000,600
filepath_to_file_4441,1707087600,600
filepath_to_file_4442,1707088200,600
filepath_to_file_4443,1707088800,600
filepath_to_file_4444,1707089400,600
filepath_to_file_4445,1707090000,600
filepath_to_file_4446,1707090600,600
filepath_to_file_4447,1707091200,600
filepath_to_file_4448,1707091800,600
filepath_to_file_4449,1707092400,600
filepath_to_file_4450,1707093000,600
filepath_to_file_4451,1707093600,600
filepath_to_file_4452,1707094200,600
filepath_to_file_4453,1707094800,600
filepath_to_file_4454,1707095400,600
filepath_to_file_4455,1707096000,600
filepath_to_file_4456,1707096600,600
filepath_to_file_4457,1707097200,600
filepath_to_file_4458,1707097800,600
filepath_to_file_4459,1707098400,600
filepath_to_file_4460,1707099000,600
filepath_to_file_4461,1707099600,600
filepath_to_file_4462,1707100200,600
filepath_to_file_4463,1707100800,600
filepath_to_file_4464,1707101400,600
filepath_to_file_4465,1707102000,600
filepath_to_file_4466,1707102600,600
filepath_to_file_4467,1707103200,600
filepath_to_file_4468,1707103800,600
filepath_to_file_4469,1707104400,600
filepath_to_file_4470,1707105000,600
filepath_to_file_4471,1707105600,600
filepath_to_file_4472,1707106200,600
filepath_to_file_4473,1707106800,600
filepath_to_file_4474,1707107400,600
filepath_to_file_4475,1707108000,600
filepath_to_file_4476,1707108600,600
filepath_to_file_4477,1707109200,600
filepath_to_file_4478,1707109800,600
filepath_to_file_4479,1707110400,600
filepath_to_file_4480,1707111000,600
filepath_to_file_4481,1707111600,600
filepath_to_file_4482,1707112200,600
filepath_to_file_4483,1707112800,600
filepath_to_file_4484,1707113400,600
filepath_to_file_4485,1707114000,600
filepath_to_file_4486,1707114600,600
filepath_to_file_4487,1707115200,600
filepath_to_file_4488,1707115800,600
filepath_to_file_4489,1707116400,600
filepath_to_file_4490,1707117000,600
filepath_to_file_4491,1707117600,600
filepath_to_file_4492,1707118200,600
filepath_to_file_4493,1707118800,600
filepath_to_file_4494,1707119400,600
filepath_to_file_4495,1707120000,600
